pattern,count_in_file
Post-Order DFS (Bottom-Up State),1
Post-Order DFS (Bottom-Up),2
Post-order DFS (Bottom-Up),1
Post-order DFS (Bottom-Up).,1
Post-order DFS (Depth-Pair Return),1
Post-Order DFS (Depth-Pair Return).,1
Post-Order DFS (Tree DP),2
Post-Order DFS Sum Tracking,1
Post-order DFS Traversal + Hash Set,1
Post-Order Recursive Reconstruction,1
Post-order Subtree Sums + Hash Set.,1
Post-order Traversal (Bottom-Up DFS) + Hash Map.,1
Post-Order Traversal (Bottom-Up DFS).,1
"Post-order Traversal (Bottom-Up DFS). 1 + max(left, right)",1
Post-order Traversal (Bottom-Up DP),1
Post-order Traversal (Bottom-Up Information Passing),1
Post-order Traversal (Bottom-Up Pruning).,1
Post-Order Traversal (Bottom-Up Summing),1
Post-order Traversal (Bottom-Up Summing).,1
Post-order Traversal (Bottom-Up),1
Post-Order Traversal (Bottom-Up),1
Post-Order Traversal (DFS),1
Post-Order Traversal (Excess/Deficit Flow),1
Post-order Traversal + Serialization + Hash Map.,1
Power of Two Check (Bit Manipulation).,1
Pre-allocation + Linear Fill,1
Pre-calculation + Stable Sorting.,1
Pre-computation + Binary Search/Suffix Sum,1
Pre-computation with Hash Set,1
Pre-computed Array + Leap Year Math,1
Pre-evaluated Boolean Variables mapping to strict logic combinations.,1
"Pre-mapped Char-to-Row Create a Map or Array of size 26 where `row[char]` is 1, 2, or 3. Check if all chars in a word return the same row ID.",1
"Pre-order + Bounds Use Pre-order without null markers. Rebuild using BST property (current value must be within [min, max]).",1
Pre-order / In-order / Post-order Coordination.,1
Pre-order Traversal (Bitwise Accumulation).,1
Pre-Order Traversal (DFS) with Sentinel Markers,1
"Pre-order with Child Count Serialize as `Value, ChildCount`. E.g., `1,3,2,0,3,0,4,0` (Node 1 has 3 children...).",1
Pre-processing (Index Collection),1
Precomputation (2D Grid Greedy).,1
Precomputation (Prefix Products),1
Precomputation (Row/Col Sum Arrays),1
Precomputation + 2D Partition Dynamic Programming,1
Precomputation + Binary Search,1
Precomputation / Backtracking with Pruning,1
Precomputation / Bitmasking,1
Precomputation / Combinatorics,1
Precomputation of All Substrings (up to 30 bits) + Hash Map.,1
"Precompute ""Longest Decreasing"" from left and ""Longest Increasing"" from right for every index.",1
"Precompute dependencies and apply a Greedy ""Earliest Start"" calculation.",1
Precomputed Frequency Map + Single Pass. O(N),1
Precomputed HashMaps (Priority Tiering),1
Precomputed Pairwise Frequency (Hashmap),1
Precomputed Prefix/Suffix Counts (DP),1
Precomputed Row-Mins and Col-Maxes,1
Prefix & Suffix Arrays,1
Prefix & Suffix Arrays (State Tracking),1
Prefix & Suffix Products (Flattened 2D to 1D),1
Prefix and Suffix Accumulators,1
Prefix and Suffix Counts. Count existing '0's and '1's. Inserting '0' at the start pairs with all existing '1's. Inserting '1' at the end pairs with all existing '0's.,1
Prefix and Suffix Precomputation Arrays.,1
Prefix and Suffix Running Totals.,1
Prefix and Suffix Sums / Hash Map of Lists.,1
"Prefix and Suffix Sums. Precalculate even/odd sums. When you ""remove"" an element, the suffix even/odd sums simply swap roles!",1
Prefix Expansion / Direct String Construction,1
Prefix Hash Set / Trie,1
Prefix Manipulation + Candidate Testing.,1
Prefix Max & Suffix Min,1
Prefix Max & Suffix Min Pass,1
Prefix Max / Suffix Max Arrays,1
Prefix Max and Suffix Min Arrays,1
Prefix Maximum & Suffix Maximum (or Pre-calculation),1
Prefix Min & Suffix Min Arrays,1
Prefix Min & Suffix Min Arrays (Identical to 2908),1
Prefix Parity State + Sliding Window on Pair Combinations (20 pairs). O(20 · N),1
Prefix Product Array with Zero-Reset,1
Prefix Sum & Suffix Sum Arrays (Minimax pattern),1
Prefix Sum (In-place),1
Prefix Sum (Parity Violations),1
Prefix Sum (Running Total).,1
Prefix Sum (Total Sum Balance),1
Prefix Sum (Treat 0 as -1) + Hash Map.,1
Prefix Sum + Binary Indexed Tree (Fenwick),1
Prefix Sum + Binary Indexed Tree (Fenwick) / Merge Sort,1
Prefix Sum + Binary Search (or Sliding Window).,1
"Prefix Sum + Binary Search Calculate areas of all rectangles. Create a prefix sum array. Randomly pick a ""total area"" value and binary search for the rect.",1
"Prefix Sum + DFS Use a Hash Map to store ""Prefix Sum -> Frequency"". If (CurrentSum - Target) exists in the map, a path is found.",1
Prefix Sum + Dynamic Programming (Suffix Max).,1
Prefix Sum + Hash Map (Diff Tracking),1
Prefix Sum + Hash Map (First Occurrence),1
Prefix Sum + Hash Map (Math Restructuring),1
Prefix Sum + Hash Map (Minimum Prefix Tracking),1
Prefix Sum + Hash Map (Modular Arithmetic),1
Prefix Sum + Hash Map (Modulo Tracking),1
Prefix Sum + Hash Map (One/Two Pass),1
Prefix Sum + Hash Map (Two-Sum Variation),1
Prefix Sum + Hash Map / Monotonic Stack,1
Prefix Sum + Hash Map.,1
Prefix Sum + Hash Set + Greedy,1
Prefix Sum + Hash Set for Mid-Point Optimization.,1
Prefix Sum + Hashmap (or Sliding Window),1
Prefix Sum + Math (Parity),1
Prefix Sum + Modulo Arithmetic + Binary Search.,1
Prefix Sum + Modulo Hash Map.,1
Prefix Sum + Monotonic Stack (Next Smaller Element).,1
Prefix Sum + Range Math.,1
Prefix Sum / Minimum Running Sum,1
Prefix Sum / Running Count.,1
Prefix Sum / Running Total,3
Prefix Sum / Total Sum Tracking,1
Prefix Sum Array,1
Prefix Sum Array + Binary Search.,1
Prefix Sum Array + Leap Year Logic,1
Prefix Sum Array.,1
Prefix Sum Array. O(N),1
Prefix Sum Average (Greedy Ceiling),1
Prefix Sum Balance,1
Prefix Sum Difference + Hash Map,1
Prefix Sum Hash Map / Two-Sum Pattern,1
Prefix Sum Modulo K + Trie/String Hashing,1
Prefix Sum on Trees (Parity),1
Prefix Sum Range (Max - Min).,1
Prefix Sum Simulation,1
Prefix Sum Transformation + Fenwick Tree / Sliding Window.,1
Prefix Sums (Brute Force is expected for N=1000),1
Prefix Sums (Cost Optimization),1
Prefix Sums (Even/Odd Tracking),1
Prefix Sums (Mathematical Simplification),1
Prefix Sums + Binary Search (or Two Pointers).,1
Prefix Sums + Bitmasking,1
Prefix Sums + Combinatorics (nC2),1
Prefix Sums + First Occurrence Hash Map.,1
Prefix Sums + Frequency Counting (HashMap).,1
Prefix Sums + Frequency Map (Balance Tracking),1
Prefix Sums + Frequency Map (Remainder Counting),1
Prefix Sums + Frequency Maps.,1
Prefix Sums + Hash Map,1
Prefix Sums + Hash Map (Frequency of remainders),1
Prefix Sums + Hash Map (Frequency Tracking),1
Prefix Sums + Hash Maps for Difference Tracking,1
Prefix Sums + Last Occurrence Tracking,1
Prefix Sums + Nearest Candle Precomputation,1
Prefix Sums + Parity Symmetry Check,1
Prefix Sums + Range Intersection (Inequality Check).,1
Prefix Sums + Relative State Tracking (+1/-1),1
Prefix Sums / Difference Array (Line Sweep),1
Prefix Sums / Frequency Mapping.,1
Prefix Sums / Running Totals,1
Prefix Sums / Running Totals.,1
Prefix Sums / Single Pass Logic,1
"Prefix Sums of Coordinates. Calculate (x, y) for all prefixes and suffixes. Endpoint = Prefix[i-1] + (Total - Prefix[j]) .",1
Prefix Sums of Skill + Gap Analysis Formula. O(N · M),1
Prefix Sums on 2D Coordinates / Hash Map caching.,1
Prefix Sums on Doubled Array + Median of Differences,1
Prefix Sums over Frequency Array,1
Prefix Sums. Calculate all cumulative sums once. Sum of right half = TotalSum - PrefixSum[i] .,1
Prefix XOR + Binary Trie with Range Counting.,1
Prefix XOR + Bitwise Complement.,1
Prefix XOR + Dynamic Programming with HashMap.,1
Prefix XOR + Hash Map (First Occurrence),1
Prefix XOR + Hash Map (Frequency Counting).,1
Prefix XOR + Property of XOR,1
Prefix XOR + Target Search.,1
Prefix XOR / Greedy Mathematical Observation,1
Prefix XOR Array (Cumulative State Cache),1
Prefix XOR Array combined with a Binary Trie (Prefix Tree) to count valid pairs in O(N log(Max_Value)) time.,1
Prefix/Suffix Counts,1
Prefix/Suffix DP (Length 5),1
Prefix/Suffix Dynamic Programming (Precomputation),1
Prefix/Suffix OR + Greedy Power of 2,1
Preorder DFS with Conditional Appending.,1
Prepared Statements / Dynamic SQL,1
Preprocessing (Row/Col Sums),1
Prim's/Kruskal's + Greedy / DP with Knapsack.,1
Prime Factorization (Greedy/DP).,1
Prime Factorization + Range Merging / Interval Coverage.,1
Prime Factorization + Stars and Bars (Combinatorics).,1
Prime Product Hashing or Frequency Array,1
Priority Queue (Max-Heap) + Greedy Shrinking,1
Priority Queue (Slope Trick),1
Priority Queue / Array of Stacks,1
Priority Queue Heap State (Visualizing the heap re-balancing for every element used in a group).,1
Probabilistic Multi-Level Linked List,1
Promise.allSettled Polyfill,1
Promise.race() with Timer,1
Promises + setTimeout,1
Proxy + Structural Sharing,1
Proxy Object / Recursive Object.freeze,1
Pruned DFS (Early Exit),1
Pruning + Constant-Time Symmetry Check.,1
Query/Pair Stack (Drawing the search range for every individual query).,1
"Queue + 3 TreeMaps (Multisets for Bottom K, Middle M-2K, Top K) + Running Sum.",1
Queue + HashSet (Available Pool),1
Queue Memory (Visualizing the BFS queue filling with millions of possible intermediate numbers).,1
"Queue Memory (Visualizing the BFS queue growing linearly with K, potentially millions of strings).",1
Queue of Iterators,1
Queue-based Level Order State,1
Quickselect (Hoare's Partition) OR Min-Heap,1
Quickselect + Virtual Indexing (3-way Partition),1
QuickSelect Partitioning (nth_element),1
Radix Sort Logic / Precomputed Sorted States,1
Range Narrowing (Iterative Intersection). O(N),1
Rank Mapping (Hash Map / 2D Array),1
Re-rooting DP (Post-order + Pre-order DFS).,1
Recursion + Bitmask Memoization Use an integer bitmask to represent which numbers are used. Cache result in a Map `mask: win/loss`.,1
Recursion + String Sorting (Divide & Conquer),1
Recursion / Divide and Conquer,1
Recursion / Stack with HashMaps,1
Recursion with Backtracking,1
Recursion with Memoization,1
Recursion with Memoization (Divide and Conquer).,1
Recursion with Memoization (Top-Down DP),1
Recursion with Range (Min/Max),1
Recursion with Valid Range (Upper/Lower Bounds).,1
Recursive Backtracking (Implicit Stack),1
Recursive Backtracking (Inside-Out Construction),1
Recursive Backtracking (Post-Order Traversal),1
Recursive Backtracking with Frequency Map (or House Robber DP).,1
Recursive Branch Pruning.,1
Recursive Call Stack (Visualize memory frames for every nested level of the object).,1
Recursive Call Stack (Visualizing deep paths and redundant calculations of the same sub-problems).,1
Recursive Call Stack (Visualizing depth-first search for the longest possible valid string path).,1
Recursive Call Stack (Visualizing the depth-first search through all valid and invalid partition combinations).,1
Recursive Call Stack (Visualizing the massive overhead of re-calculating the best path for the same index multiple times).,1
Recursive Canonical Comparison,1
Recursive Chain / Worker Pool,1
Recursive Closure / Function Arity,1
Recursive CTE (Common Table Expression),1
Recursive CTE (Date Generation) + Left Join,1
Recursive CTE (Month Generator) + LEFT JOIN + Window Functions,1
Recursive CTE (Range Generation) + Left Join,1
Recursive CTE (SQL) / DFS with Aggregate Accumulation. O(N),1
Recursive CTE (SQL) / Graph Cycle Detection with Visited Set.,1
Recursive CTE (WITH RECURSIVE),1
Recursive CTE (Year-Level Pivot),1
Recursive CTE + LEFT JOIN,1
Recursive CTE + LEFT JOIN + SUM/COUNT Window Functions,1
Recursive CTE + LEFT JOIN.,1
Recursive CTE + Window Function (ROWS BETWEEN),1
Recursive Descent Parser + Scoped Symbol Table,1
Recursive Descent Parser / Stack,1
Recursive Descent Parsing / Stack.,1
Recursive Descent with Operator Precedence,1
Recursive DFS (Object Traversal),1
Recursive DFS (Root arrow Right arrow Left).,1
Recursive DFS (Structural Comparison),1
Recursive DFS Flattening + Sorted Key Set,1
"Recursive DFS or Iterative ""Reverse Preorder"".",1
Recursive DFS or Iterative Stack.,1
Recursive DFS Serialization,1
Recursive DFS Type Checking,1
Recursive DFS with Depth Tracking,1
Recursive DFS with Depth Tracking.,1
Recursive Divide and Conquer (Sign Partitioning),1
Recursive Generation with Range Pruning,1
Recursive In-Place Merge.,1
Recursive In-place Pointer Reversal,1
Recursive Length-Based Search,1
Recursive Logical AND,1
Recursive Matrix Filling (Height-based).,1
Recursive or Iterative In-Place Swap (DFS),1
Recursive Pattern / Head-Pointer Tracking,1
Recursive Pointer Re-assignment.,1
Recursive Post-Order Split,1
Recursive Pruning (BST Property),1
Recursive Range Splitting (Divide and Conquer).,1
"Recursive Re-linking Find node. If it's a leaf, remove. If 1 child, replace with child. If 2 children, replace with In-order Successor (min in right subtree).",1
Recursive setTimeout via Closure,1
Recursive Symmetry / Divide & Conquer,1
Recursive Tree Merging (Divide & Conquer).,1
Recursive Triplet Grouping (Base 1000),1
Recursive Yield* (Delegation),1
Redundant Array Rotation Buffers (Storing the state of the array for every single shift).,1
Redundant Decision Paths (Visualizing same wall counts being re-calculated in different branches).,1
Redundant Min/Max Scans (Drawing a search arrow within every window).,1
Redundant String Slicing (Visualizing thousands of temporary substring copies being checked against a HashSet).,1
Redundant Traversal Stack (Visualizing the CPU re-visiting the same bottom nodes for every ancestor).,1
Regex (Regular Expressions) or SQL Pattern Matching. O(N),1
Regex Extraction + Group By + Order By,1
Regex Matching or Structured Single-Pass Scan,1
Regex or Modular Parsing Use pre-defined Regex patterns for IPv4 and IPv6 to handle boundaries and valid character ranges in one pass.,1
Regex Pattern Matching ( grep -P or awk ).,1
Regex/String Parsing + Hash Set + Hash Map.,1
REGEXP_SUBSTR + Window Aggregation,1
Regular Expression (Regex) Matching. O(N),1
Regular Expression (Regex) Parsing. O(N),1
Regular Expressions (Regex),1
"Rejection Sampling (7x7 Matrix) Create a range of 1-49 using `7 * (rand7() - 1) + rand7()`. If the result is > 40, reject it. Otherwise, return `result % 10 + 1`.",1
Relative Parity / Math,1
Remainder Frequency Counting,1
Repeated Digit Extraction (Drawing the logic to pull digits from numbers inside the nested loops).,1
Repeated Function Execution Stack (Multiple redundant calls to the selector function).,1
Repeated String Concatenation (Visualizing memory churn from adding one char at a time to a string).,1
Reservoir Sampling,1
Reservoir Sampling (Memory Efficient),1
Resource Hierarchy / Semaphores,1
Reverse Encryption Mapping (Trie/Hash),1
Reverse Graph Traversal or Topological Sort.,1
Reverse In-order Traversal (Right -> Root -> Left).,1
Reverse In-Order Traversal (Right → Root → Left).,1
Reverse Linear Scan,1
Reverse Linear Scan (Right-to-Left),1
"Reverse Post-order Traversal (Right, Left, Root) maintaining a global `prev` pointer.",1
Reverse Processing + Union Find (DSU),1
Reverse Recursive Math / Divide and Conquer,1
Reverse Scan + Hash Set,1
Reverse Search (King outward to Queens),1
Reverse Simulation with Max-Heap,1
Reverse Time Union-Find (Disjoint Set).,1
Reverse Traversal + 32-Bit Position Tracking,1
Reverse Traversal + HashSet,1
Reverse Traversal / String Builder,1
"Reverse Traversal Start from the end of the string. Collect K characters, add a dash, and repeat. Reverse the result at the end.",1
Reverse Trie (Suffix Trie) with Precomputed Min,1
Reverse Work-Backwards with Modulo.,1
Revert Half the Number,1
Right Max Array + Sorted Set,1
Right-Spine Insertion,1
Right-to-Left Array Reduce,1
Right-to-Left Carry Simulation (Greedy),1
Right-to-Left Monotonic Scan.,1
Rolling Hash (Rabin-Karp) + Hash Set,1
Rolling Hash (Rabin-Karp) - Reversed.,1
Rolling Hash (Rolling Frequencies) + Trie.,1
Rook-Centric Scan,1
"Row Max, Column Max, and Non-Zero Count.",1
Row Numbering / Window Functions.,1
Row Sorting + Column Maximums,1
Row Sorting + Global Priority Queue. O(N · M log M + NM log K),1
Row-based Parity Processing + Array Slicing. O(M · N),1
Row-by-Row Comparison Buffer (Visualizing the SQL engine re-scanning the bookings table for every single record).,1
Row-by-Row Memory Copy (Intermediate tables filling up Cartesian space).,1
Row-Pair Comparison (DP-lite),1
Row-wise Iteration (Simple Scan),1
Row/Column Frequency Counting,1
Row/Column Tally Arrays.,1
Row/Column/Diagonal Counters,1
Row/Column/Diagonal Sum Counters,1
Rule-Based Combinatorics (Independent Slots),1
Running Max + Prefix Sum (Single Pass),1
Running Maximum Comparison,1
Running Maximum Property,1
Running Total (Cumulative Frequency) Analysis.,1
Schoolbook Addition (Right-to-Left),1
sed or tail + head .,1
Segment Tree,1
Segment Tree (DP State Merging),1
Segment Tree (Dynamic) / Churning Map,1
Segment Tree (Max-Range) + Binary Search for First Index. O(N log N),1
Segment Tree (Point Updates) tracking Max Subarray Sum or DP Prefix mapping. (O(N log N)),1
Segment Tree (Range Sum & Max),1
Segment Tree + Balanced BST (Sorted Set),1
Segment Tree / Balanced BST (TreeMap),1
Segment Tree / Fenwick Tree,1
Segment Tree / Fenwick Tree (Range Maximum Query),1
Segment Tree or Binary Indexed Tree (Fenwick Tree),1
Segment Tree or Fenwick Tree (BIT) for O(N log N) LIS.,1
"Segment Tree or Fenwick Tree with Lazy Propagation. Store XOR values in nodes and apply multiplications as ""Lazy"" updates.",1
"Segment Tree or Square Root Decomposition where each ""node"" or ""bucket"" stores partial Trionic counts.",1
"Segment Tree where each node stores a ""Bit Count"" array (size 32 or 64). Multiplication by a power of 2 becomes a ""Bit Shift"" on the array.",1
Segment Tree with Boyer-Moore Voting or Random Sampling + Range Binary Search (using a map of indices).,1
Segment Tree with Lazy Propagation,1
Segment Tree with Lazy Propagation + Sweepline,1
Segment Tree with Lazy Propagation.,1
SELECT DISTINCT + ORDER BY,1
Self Join with absolute difference = 1 OR Window Functions (LAG/LEAD).,1
Self-Anti-Join / WHERE NOT IN,1
Self-Balancing BST or Linked List (Ideal),1
Self-Join / Aggregate CASE WHEN,1
Self-Join Delete.,1
Self-Join on Common Friends,1
Self-Join on Follower Column,1
Self-Join on ID = Reports_To + Group By.,1
Self-Join on ManagerId = Id .,1
Self-Join with Anti-Join (NOT IN),1
Self-Join with DATEDIFF .,1
Self-Join with Inequality Constraints,1
Self-Join with ROW_NUMBER(),1
Semaphores + CyclicBarrier / Phasers,1
Sentinel Node + Two Pointers,1
Serialized Memory Wait (The closure for the addition waits twice).,1
Set Difference / Hash Map,1
Set Size vs. Half-Length Comparison.,1
Set-Based Adjacency List + DFS/BFS for Components. O(N^2 · M) (Optimized constant factor).,1
Set-Based Unique Value Counting,1
setTimeout + Promise Wrapper,1
Shrinking Bitwise Set,1
Shunting Yard Algorithm / Two Stacks (Operands & Operators),1
Shunting-yard Algorithm / Stack,1
Sieve + Sliding Window / Prefix Sums.,1
Sieve of Eratosthenes,1
Sieve of Eratosthenes (Precomputation) + Linear Array Scan.,1
Sieve of Eratosthenes (precompute primes up to N) + Single Pass Prefix/Suffix sums.,1
Sieve of Eratosthenes (precompute primes) + Unbounded Knapsack Dynamic Programming (Coin Change variant).,1
"Sieve of Eratosthenes + BFS with a ""furthest reached"" pointer to strictly avoid re-scanning identical prime gaps.",1
Sieve of Eratosthenes + Binary Search (Greedy),1
Sieve of Eratosthenes + Combinatorics,1
Sieve of Eratosthenes + Digit Mask,1
Sieve of Eratosthenes + Disjoint Set Union (DSU) or DFS,1
Sieve of Eratosthenes + Math,1
Sieve of Eratosthenes + Prefix Prime Frequencies.,1
Sieve of Eratosthenes + Rolling Hash / DP.,1
Sieve of Eratosthenes + Sliding Window / Prefix Sums,1
Sieve of Eratosthenes + Two Pointers,1
Sieve of Eratosthenes / Harmonic Series Mapping. O(M log M + N),1
Simple conditional logic: IF or CASE WHEN.,1
Simple DFS Recursion.,1
Simple Greedy Simulation,1
Simple Iteration (Small Constraints),1
Simple Linear Scan,1
Simple WHERE clause with OR.,1
"Simulation (Direction Flag) Use a direction flag (Up/Down). Calculate new i, j based on boundaries (e.g., if at last column, move down and flip direction).",1
Simulation (due to small N=100). O(N^2),1
Simulation (Two-Pointer Logic),1
"Simulation + 3D State Tracking (r, c, direction)",1
Simulation + Hash Set,1
Simulation + Modular Exponentiation,1
Simulation + Prime Factorization,1
Simulation / Greedy,1
Simulation / Minute-by-Minute Increment.,1
Simulation or Mathematical Arithmetic Progression.,1
Simulation with Condition Validation,1
Simulation with Leftmost Greedy Search. O(N^2) is acceptable given N=100.,1
Simulation with Queue (Work Backwards/Index Mapping),1
Simulation with Real Stack,1
Simulation with Step Increment (Greedy Walking).,1
Single Counter Tracking,1
Single Loop Math,1
Single Pass (Hash Sets),1
Single Pass (Head Counting) Iterate through the grid. Only count an 'X' if it doesn't have an 'X' above it or to its left.,1
Single Pass (In-Place),1
Single Pass (Running Sum and Count),1
Single Pass (Shared Edge) Count land cells x 4. Subtract 2 for every shared edge (horizontal or vertical neighbor).,1
Single Pass (Space Detection),1
Single Pass + Prev Pointer,1
Single Pass / Linear Indexing,1
Single Pass / Offset Comparison,1
Single Pass / State Tracking (Current Streak),1
Single Pass Boolean Flag Scan.,1
Single Pass Bound Check. O(N),1
Single Pass Bucketing (or SQL UNION/GROUP BY),1
Single Pass Comparison (Pythagorean Theorem),1
Single Pass Contraction Check.,1
Single Pass Count Iterate through characters. Count a segment whenever you see a non-space character that follows a space (or is at index 0).,1
Single Pass Counter (Greedy).,1
"Single Pass Counter Iterate through the array. Increment `count` if 1; if 0, update `max` and reset `count`.",1
Single Pass Counting (Independent Moves),1
Single Pass First-Occurrence Map,1
Single Pass Greedy Tracking,1
Single Pass Greedy Training,1
Single Pass Greedy Violation Detection,1
Single Pass Linear Scan,1
Single Pass Linear Scan / Prefix Sums.,1
Single Pass Matrix Traversal,1
Single Pass Max Tracking,1
Single Pass Max/Min Tracker (Greedy).,1
Single Pass Minimum Tracking.,1
Single Pass State Toggle,1
Single Pass State Tracking.,1
Single Pass Streaming Maximum (King of the Hill).,1
Single Pass Tokenization / On-the-fly Parsing,1
Single Pass Tracking (Max/Min Greedy),1
Single Pass with Hash Map/Frequency Array.,1
Single Pass with Lookahead (In-Place),1
Single Pass with Running Minimum (Prefix Min),1
Single Pass with Three-Node Window + Edge Point Tracking,1
Single Pointer Iteration (count spaces and substring once).,1
Single Queue Rotation,1
Single-Pass Accumulation with Modulo Digit Extraction.,1
Single-Pass Accumulator / State Machine,1
Single-Pass Aggregation with CASE/IF statements,1
Single-Pass Array Mapping,1
Single-Pass Bottom-Up / Top-Down DFS,1
Single-Pass Character Counting.,1
Single-Pass Constant Space Scan,1
Single-Pass Early Exit,1
Single-Pass Filtering,1
Single-Pass Flagging,2
Single-Pass Frequency Array,1
Single-pass Frequency Array (size 26) + Max Frequency tracking.,1
Single-Pass Frequency Map.,1
Single-Pass Greedy Accumulation (Kadane's Variant).,1
Single-Pass Greedy Accumulation / Simulation.,1
Single-Pass Greedy Counter,1
Single-Pass Greedy Scan,1
"Single-pass Hash Map / Frequency Array. Count all frequencies first, then perform a single pass to filter.",1
Single-Pass Index Mapping,1
Single-Pass Index Traversal (Step K),1
Single-Pass Iteration / In-Place Bit Manipulation.,1
Single-pass iteration with a running bitwise OR variable and a parity check.,1
Single-Pass Level Accumulation,1
Single-Pass Linear Scan,2
Single-Pass Mathematical Extraction,1
Single-Pass Max & Second Max Tracking.,1
Single-Pass Parity Check,1
Single-Pass Pointer Distance,1
Single-Pass Pointer Scan,1
Single-Pass Range Intersection,1
Single-Pass Reverse Scan (Right-to-Left Pointer),1
Single-Pass Scalar Tracking.,1
Single-pass Simulation using a Stack or a dynamically sized Array/StringBuilder.,1
Single-Pass Simulation with ASCII Math. O(N),1
Single-Pass Stack (Precedence Handling),1
Single-pass state machine or boolean flag tracking within a single iteration.,1
Single-Pass Two-Pointer (In-place if bits allow),1
Single-Pass Two-Pointer / StringBuilder,1
Single-pass: Find the first and last occurrence of different words. The max distance is either LastIndex - FirstIndex or LastIndex - SecondFirstIndex .,1
Single-Pivot Circularity Check,1
Single/Double Pass Hash Map (Frequency Array),1
Sliding Boundary Pointers,1
Sliding Window,2
Sliding Window (At Most K) Transformation.,1
Sliding Window (atLeast(k) - atLeast(k+1)),1
Sliding Window (Constant Space),1
Sliding Window (Exact = AtMost(K) - AtMost(K-1)),1
Sliding Window (Expand/Contract),1
"Sliding Window (Expand/Contract) Use two pointers. Keep track of `maxFreq` in current window. If `windowSize - maxFreq > k`, shrink left.",1
"Sliding Window (Expandable) Maintain a window with at most one '0'. If zeros > 1, shrink left pointer.",1
"Sliding Window (Expanding Right, Shrinking Left)",1
Sliding Window (Fixed 2x2) / Counting,1
Sliding Window (Fixed Size),2
Sliding Window (Fixed Size) / Prefix Sums,1
Sliding Window (Fixed Size).,2
Sliding Window (Fixed),1
Sliding Window (Flexible),1
Sliding Window (Hash Set),1
Sliding Window (Inverse approach),1
Sliding Window (Monotonic Property),1
Sliding Window (Observation: minSize only),1
Sliding Window (Optimised Summing),1
Sliding Window (Queue),1
Sliding Window (Shrinkable),1
Sliding Window (String or Math),1
Sliding Window (Target = TotalSum - x),1
Sliding Window (Two Pointers + Map),1
Sliding Window (Two Pointers),6
Sliding Window (Two Pointers) Run Twice,1
Sliding Window (Two Pointers) with Hash Map.,1
Sliding Window (Two Pointers) with Sub-problem Logic,1
Sliding Window (Two Pointers).,1
Sliding Window (Two-Pointer / At-Most),1
Sliding Window (Two-Pointers),1
Sliding Window (Variable Size),1
Sliding Window + 1D DP (Prefix Min),1
Sliding Window + 2D Data Structure (Segment Tree/Fenwick Tree) or Sorted Set.,1
Sliding Window + Binary Trie,1
Sliding Window + Bit Count Array,1
Sliding Window + Deficit Counter,1
Sliding Window + Dynamic Programming (Prefix Max).,1
Sliding Window + Fenwick Tree / Segment Tree,1
Sliding Window + Frequency Array (Counting Sort),1
Sliding Window + Frequency Array/Map.,1
Sliding Window + Frequency Array/Set.,1
Sliding Window + Frequency HashMap.,1
Sliding Window + Frequency Map,2
Sliding Window + Frequency Map (Fixed Size).,1
Sliding Window + Frequency Map (or Set),1
Sliding Window + Frequency Map / Bitmask.,1
"Sliding Window + Frequency Map Use an array of size 26. As the window moves, increment the ""entering"" char and decrement the ""leaving"" char.",1
Sliding Window + Hash Map (Frequencies),1
Sliding Window + Hash Map (Two Pointers),1
Sliding Window + Hash Map of Sets,1
Sliding Window + Hash Maps,1
Sliding Window + Hash Set,2
Sliding Window + Hash Set (or Rolling Hash),1
Sliding Window + Hash Set (or Rolling Hash).,1
Sliding Window + Mathematical Logic.,1
Sliding Window + Median Distance + Prefix Sums,1
Sliding Window + Monotonic Deque,1
Sliding Window + Monotonic Deques,1
Sliding Window + Monotonic Deques (Min/Max Tracking),1
Sliding Window + Ordered Set / Hash Map,1
Sliding Window + Prefix Sums,2
Sliding Window + Rabin-Karp / Trie,1
Sliding Window + Running Medians (Two Heaps).,1
Sliding Window + Segment Splitting,1
Sliding Window + Two Balanced BSTs (Heaps),1
Sliding Window + Two Heaps (Min/Max) to maintain dynamic median. O(N log K),1
Sliding Window + Two Heaps (or Balanced BST),1
Sliding Window / DP,1
Sliding Window / Greedy.,1
Sliding Window / Hash Map,1
Sliding Window / Hash Set.,1
Sliding Window / Monotonic Queue.,1
Sliding Window / Prefix Sum Array,1
Sliding Window / Prefix Sum Hashing,1
Sliding Window / Randomized Search,1
Sliding Window / Regex Pattern Matching. O(N),1
Sliding Window / Sweep Line,1
Sliding Window / Two Pointers with Bitmask Running OR,1
Sliding Window DP.,1
Sliding Window Maximum,1
Sliding Window on concatenated string (s + s).,1
"Sliding Window on Digit String ""123456789""",1
Sliding Window over an array of indices + Median greediness.,1
Sliding Window over Gap Arrays. O(N),1
"Sliding Window with a single counter for ""duplicate pairs"".",1
Sliding Window with Frequency Map.,1
Sliding Window with Hash Map (Frequency Counter).,1
Sliding Window with Min-Heap.,1
Sliding Window with Monotonic Deque OR Segment Tree (depending on exact stability constraint).,1
Sliding Window: exact(k) = atLeast(k) - atLeast(k+1),1
Slow/Fast Pointers + In-Place Reversal of Second Half,1
Sort & Interleave (Wiggle Sort),1
Sort + Anchor & Squeeze,2
Sort + Backtracking (Sibling Skip),1
Sort + Backtracking (Skip Dupes),1
Sort + Backtracking (Used Array / Skip),1
Sort + Binary Search (Two Pointers),1
